Account	Name	StNum	StName	City	State	Zip	Phone	PermitTypes	Expiration	FacilityType	District	Risk	Employees	Score	InspectionDate	StartTime	EndTime	ActivityType	InspectorID	InspectorName	SiteCount
403951	HARTZ CHICKEN # 109	2563	" ""GESSNER"""	" ""HOUSTON"""	" ""TX"""	" ""77080-3801"""	(832) 689-8932	"F,G"	3/22/2014	(002) Restaurant - Single Service	307	3	5	2	5/6/2013	1:35 PM	2:00 PM	Routine Inspection (001)	PIC1	Paul Chen	2	
403953	NEW YORK PIZZA	17195	" ""TOMBALL"""	" ""HOUSTON"""	" ""TX"""	" ""77064"""		"F,G"	3/22/2014	(002) Restaurant - Single Service	306	2	7	5	5/7/2013	12:15 PM	1:30 PM	Routine Inspection (001)	ZYW1	Zenobia Walker	2	
403956	KING DOLLAR #3	9378	" ""RICHMOND"""	" ""HOUSTON"""	" ""TX"""	" ""77063"""		F	3/22/2014	(100) Convenience Grocery - Packaged	207	1	9	1	1/18/2013	3:10 PM	3:35 PM	Routine Inspection (001)	MXR1	Marja Ramsey	1	
403962	CAFE TAIPEI	1416	" ""ELDRIDGE"""	" ""HOUSTON"""	" ""TX"""	" ""77077"""		"F,G"	3/22/2014	(001) Restaurant - Full Service	205	3	6	1	2/18/2013	1:50 PM	2:05 PM	Routine Inspection (001)	AMF1	Abeid Fells	2	
403964	JASON' DELI	1200	" ""SMITH"""	" ""HOUSTON"""	" ""TX"""	" ""77002"""	(713) 739-1200	"F,D,G"	4/8/2013	(001) Restaurant - Full Service	401	3	25	1	12/11/2012	10:50 AM	11:05 AM	Routine Inspection (001)	GAB1	Gene Bowden	2	
403971	GOLDEN AGE VENDING	2355	" ""MINIMAX"""	" ""HOUSTON"""	" ""TX"""	" ""77008"""	(713) 426-1000	F	3/29/2014	(151) Warehouses +A85	507	1	19	1	10/9/2012	2:10 PM	2:40 PM	Routine Inspection (001)	SLA1	Sandy Andorka	1	
403975	LA QUINTA INN #690	9911	" ""BUFFALO SPEEDWAY"""	" ""HOUSTON"""	" ""TX"""	" ""77054"""		"F,G"	3/23/2014	(002) Restaurant - Single Service	105	2	2	2	2/28/2013	12:45 PM	1:10 PM	Routine Inspection (001)	MXS1	Mastaneh Sarraf	2	
403978	LA QUINTA INN #505	4015	" ""SOUTHWEST"""	" ""HOUSTON"""	" ""TX"""	" ""77027"""		F	3/23/2014	(002) Restaurant - Single Service	403	2	3	1	2/7/2013	7:00 AM	7:25 AM	Routine Inspection (001)	TXS1	Tenitra Smith	1	
403986	HISD ADMINISTRATIVE BLDG	4400	" ""18TH"""	" ""HOUSTON"""	" ""TX"""	" ""77092"""		"F,D,G"	1/1/2014	(001) Restaurant - Full Service	303	3	11	1	12/19/2012	9:10 AM	10:05 AM	Routine Inspection (001)	DXM1	David Martinez	2	
404006	ICHIBON JAPANESE RESTAURANT	12120	" ""GREENSPOINT"""	" ""HOUSTON"""	" ""TX"""	" ""77060"""		"F,G"	3/24/2014	(001) Restaurant - Full Service	406	3	23	1	1/9/2013	2:20 PM	2:50 PM	Routine Inspection (001)	GXL1	Gary Lee	3	
404009	MARCELLA INTERMEDIATE SCHOOL	16250	" ""COTILLION"""	" ""HOUSTON"""	" ""TX"""	" ""77060"""		"F,G"	5/15/2013	(031) School Cafeteria - Intermediate / Middle / Jr. High	406	3	5	1	3/20/2013	7:50 AM	8:55 AM	Routine Inspection (001)	GXL1	Gary Lee	4	
404017	TEXAS COMMUNITY CARE	10719	" ""HILLCROFT"""	" ""HOUSTON"""	" ""TX"""	" ""77096"""		"F,G"	3/27/2013	(042) Assisted Living Centers	104	3	5	1	1/4/2013	8:50 PM	9:35 AM	Routine Inspection (001)	SRL1	Sharhonda Lee	2	
404023	RUBY'S DINER	3870	" ""TERMINAL"""	" ""HOUSTON"""	" ""TX"""	" ""77253"""	(281) 821-1828	"F,D,G"	4/1/2014	(001) Restaurant - Full Service	507	3	70	1	4/30/2013	9:30 AM	10:10 AM	Routine Inspection (001)	SLA1	Sandy Andorka	3	
404024	INDIKA RESTAURANT	516	" ""WESTHEIMER"""	" ""HOUSTON"""	" ""TX"""	" ""77006"""		"F,G"	4/4/2014	(001) Restaurant - Full Service	402	3	22	1	10/9/2012	11:35 AM	12:30 PM	Routine Inspection (001)	DTN1	Denise Nguyen	4	
404026	SHARPSTOWN LEARNING CR /DAY CARE	7303	" ""BELLERIVE"""	" ""HOUSTON"""	" ""TX"""	" ""77036"""		F	3/28/2014	(050) Day Care Center - Open Foods	204	3	2	1	12/3/2012	9:55 AM	10:20 AM	Routine Inspection (001)	YYW1	Yolanda Wilkins	0	
404031	EURIEST DINING CHEV-TEX BRIARPARK	3901	" ""BRIARPARK"""	" ""HOUSTON"""	" ""TX"""	" ""77042"""	(713) 954-6033	"F,G"	3/29/2014	(002) Restaurant - Single Service	207	2	5	1	10/4/2012	11:20 AM	12:00 PM	Routine Inspection (001)	MXR1	Marja Ramsey	2	
404034	ANDREW LIQUOR	8420	" ""SAM HOUSTON"""	" ""HOUSTON"""	" ""TX"""	" ""77085"""		"F,G"	7/13/2013	(101) Convenience Grocery - Open foods	105	1	2	2	12/7/2012	12:20 PM	12:50 PM	Routine Inspection (001)	MXS1	Mastaneh Sarraf	2	
404037	CHASE CALL CENTER  DAYCARE	1010	" ""WITTE"""	" ""HOUSTON"""	" ""TX"""	" ""77055"""		"F,G"	7/20/2013	(050) Day Care Center - Open Foods	302	3	20	1	3/19/2013	7:50 AM	8:20 AM	Routine Inspection (001)	VLT1	Vakeshia Taylor	2	
404039	FAMILY DOLLAR # 7240	1810	" ""BROADWAY"""	" ""HOUSTON"""	" ""TX"""	" ""77012"""		F	7/28/2013	(100) Convenience Grocery - Packaged	102	1	6	1	3/26/2013	8:35 AM	9:20 AM	Routine Inspection (001)	MRW1	Marcia Washington	1	
404050	BEST WESTERN HERITAGE INN	10521	" ""EAST FREEWAY"""	" ""HOUSTON"""	" ""TX"""	" ""77029"""		F	3/29/2014	(002) Restaurant - Single Service	404	2	2	1	3/4/2013	7:50 AM	8:20 AM	Routine Inspection (001)	KMY1	Karen Yokooji	1	
404053	LA MORELIANA #10	7306	" ""TIDWELL"""	" ""HOUSTON"""	" ""TX"""	" ""77040"""		"F,G"	3/29/2014	(091) Retail Food Market - Multi Service	307	3	18	2	4/5/2013	11:30 AM	12:10 PM	Routine Inspection (001)	PIC1	Paul Chen	5	
404062	LA QUINTA INN #956	15225	" ""KATY FREEWAY"""	" ""HOUSTON"""	" ""TX"""	" ""77094"""		"F,G"	3/30/2014	(002) Restaurant - Single Service	205	2	3	1	1/28/2013	8:15 AM	9:00 AM	Routine Inspection (001)	AMF1	Abeid Fells	2	
404069	504 LESTER KITCHEN	504	" ""LESTER"""	" ""HOUSTON"""	" ""TX"""	" ""77007"""		"F,G"	3/30/2014	(080) Catering Establishment	504	2	3	1	4/30/2013	11:15 AM	12:00 PM	Routine Inspection (001)	JXE1	Jeffrey Erdman	2	
404072	ST PIUS HIGH SCHOOL CONCESSION BUILDING	811	" ""DONOVAN"""	" ""HOUSTON"""	" ""TX"""	" ""77091"""		"F,G"	9/13/2013	(002) Restaurant - Single Service	304	2	2	1	9/13/2012	9:00 AM	9:20 AM	Routine Inspection (001)	RJL1	Rosalind LaFleur	2	
404074	KOLACHE FACTORY #42	803	" ""HIGHWAY 6"""	" ""HOUSTON"""	" ""TX"""	" ""77079"""		"F,G"	11/10/2013	(002) Restaurant - Single Service	205	2	6	1	1/3/2013	7:40 AM	7:55 AM	Routine Inspection (001)	AMF1	Abeid Fells	2	
404076	POTBELLY SANDWICH WORKS	1200	" ""MCKINNEY"""	" ""HOUSTON"""	" ""TX"""	" ""77010"""		"F,G"	4/7/2014	(002) Restaurant - Single Service	401	2	9	1	10/9/2012	8:00 AM	8:15 AM	Routine Inspection (001)	GAB1	Gene Bowden	2	
404077	EL REGIO POLLOS ASADOS	8620	" ""HAMMERLY"""	" ""HOUSTON"""	" ""TX"""	" ""77080"""	(713) 467-4116	"F,G"	6/22/2013	(002) Restaurant - Single Service	307	3	6	1	1/29/2013	10:00 AM	10:30 AM	Routine Inspection (001)	PIC1	Paul Chen	2	
404087	NIDDA THAI CUSINE	1226	" ""WESTHEIMER"""	" ""HOUSTON"""	" ""TX"""	" ""77006"""		"F,G"	5/5/2014	(001) Restaurant - Full Service	402	3	0	2	2/8/2013	12:15 PM	1:05 PM	Routine Inspection (001)	DTN1	Denise Nguyen	2	
404098	RESIDENCE INN BY MARRIOTT	1150	" ""ELDRIDGE"""	" ""HOUSTON"""	" ""TX"""	" ""77077"""		"F,G"	4/4/2014	(001) Restaurant - Full Service	205	2	5	1	1/23/2013	7:50 AM	8:05 AM	Routine Inspection (001)	AMF1	Abeid Fells	2	
404105	BURGER KING  #23	4401	" ""18TH"""	" ""HOUSTON"""	" ""TX"""	" ""77008"""		"F,D,G"	5/24/2013	(002) Restaurant - Single Service	303	2	30	1	1/2/2013	2:15 PM	3:10 PM	Routine Inspection (001)	DXM1	David Martinez	2	
404106	FAMILY DOLLAR #7058	7321	" ""HARRISBURG"""	" ""HOUSTON"""	" ""TX"""	" ""77011"""		F	4/26/2014	(100) Convenience Grocery - Packaged	404	1	8	1	3/6/2013	3:55 PM	4:15 PM	Routine Inspection (001)	ZYW1	Zenobia Walker	0	
404109	GLASS WALL	933	" ""STUDEWOOD"""	" ""HOUSTON"""	" ""TX"""	" ""77008"""		"F,G"	4/4/2013	(001) Restaurant - Full Service	303	3	18	1	11/27/2012	1:55 PM	2:55 PM	Routine Inspection (001)	JXM1	Javier Mora	2	
404110	TAQUERIA EL NOVILLO	8020	" ""IRVINGTON"""	" ""HOUSTON"""	" ""TX"""	" ""77022"""		"F,G"	4/14/2013	(001) Restaurant - Full Service	305	3	0	3	4/4/2013	11:25 AM	12:10 PM	Routine Inspection (001)	KMY1	Karen Yokooji	2	
404114	KIM SON RESTAURANT	10603	" ""BELLAIRE"""	" ""HOUSTON"""	" ""TX"""	" ""77072"""		"F,G"	4/7/2014	(001) Restaurant - Full Service	206	3	150	2	1/31/2013	1:45 PM	1:35 PM	Routine Inspection (001)	EJI1	Essien Isong	2	
404121	GIRLS/BOYS PREPARATORY ACADEMY	8282	" ""BISSONNET"""	" ""HOUSTON"""	" ""TX"""	" ""77074"""	(713) 270-2006	F	4/10/2014	(030) School Cafeteria - Elementary	203	3	3	1	1/29/2013	1:15 PM	2:00 PM	Routine Inspection (001)	ADS1	Argemiro Sierra	3	
404128	GORDITAS SAN MIGUEL-TACO LADY EXPR.	2798	" ""WALLISVILLE"""	" ""HOUSTON"""	" ""TX"""	" ""77020"""		H	12/21/2013	"(071) Mobile - Conventional, Unrestricted , Non-motorized"	404	2	3	1	1/24/2013	10:30 AM	12:00 PM	Routine Inspection (001)	TNL1	Tuan Luu	2	
404131	TAQUERIA ARANDAS #25	5560	" ""GULFTON"""	" ""HOUSTON"""	" ""TX"""	" ""77081"""		"F,G"	1/17/2014	(001) Restaurant - Full Service	201	3	4	2	4/24/2013	9:10 AM	9:40 AM	Routine Inspection (001)	JSE1	John Echols	2	
404132	RASPADO XPERTS	123	" ""LITTLE YORK"""	" ""HOUSTON"""	" ""TX"""	" ""77076"""		"F,G"	5/31/2013	(002) Restaurant - Single Service	305	3	6	1	4/26/2013	11:10 AM	12:15 PM	Routine Inspection (001)	CPY1	Ching-Ping Yang	2	
404134	GOLD STAR DONUTS	12579	" ""RICHMOND"""	" ""HOUSTON"""	" ""TX"""	" ""77082"""		"F,G"	4/7/2014	(120) Bakery - Retail 	206	2	2	1	12/6/2012	10:30 AM	10:40 AM	Routine Inspection (001)	EJI1	Essien Isong	2	
404140	SUPERMERCADO GIGANTE	7610	" ""OFFICE CITY"""	" ""HOUSTON"""	" ""TX"""	" ""77012"""		"F,G"	4/7/2014	(091) Retail Food Market - Multi Service	102	3	10	2	4/24/2013	8:40 AM	10:40 AM	Routine Inspection (001)	MRW1	Marcia Washington	2	
404142	THANH NOI SANDWICH	9284	" ""BELLAIRE"""	" ""HOUSTON"""	" ""TX"""	" ""77036"""		"F,G"	4/7/2014	(001) Restaurant - Full Service	204	3	6	1	2/14/2013	8:25 AM	9:30 AM	Routine Inspection (001)	AMF1	Abeid Fells	2	
404143	STOP EXPRESS	7351	" ""SYNOTT"""	" ""HOUSTON"""	" ""TX"""	" ""77083"""		"F,G"	4/7/2014	(101) Convenience Grocery - Open foods	206	1	5	3	9/7/2012	11:15 AM	12:00 PM	Routine Inspection (001)	EJI1	Essien Isong	2	
404149	STARBUCKS COFFEE # 10122	11623	" ""SOUTHWEST"""	" ""HOUSTON"""	" ""TX"""	" ""77031"""		"F,G"	9/7/2013	(001) Restaurant - Full Service	203	2	10	1	3/13/2013	8:15 AM	8:30 AM	Routine Inspection (001)	ADS1	Argemiro Sierra	2	
404161	BIRRIA DE CHIVO	6751	" ""BISSONNET"""	" ""HOUSTON"""	" ""TX"""	" ""77074"""		"F,G"	4/10/2014	(002) Restaurant - Single Service	203	2	0	1	10/4/2012	10:35 AM	11:45 AM	Routine Inspection (001)	ADS1	Argemiro Sierra	2	
404162	CASTILLO SALOON	10321	" ""CLUB CREEK"""	" ""HOUSTON"""	" ""TX"""	" ""77036"""		F	4/17/2014	(061) Bar - Single Service	204	1	2	1	3/25/2013	4:35 PM	5:00 PM	Routine Inspection (001)	YYW1	Yolanda Wilkins	1	
404165	SONIC DRIVE-IN # 5440	13908	" ""OLD GALVESTON"""	" ""WEBSTER"""	" ""TX"""	" ""77598"""		"F,D,G"	8/25/2013	(002) Restaurant - Single Service	107	2	22	2	3/28/2013	7:40 AM	8:25 AM	Routine Inspection (001)	JCR1	Joseph Raia	2	
404171	LA QUINTA INN #4016	6790	" ""SOUTHWEST"""	" ""HOUSTON"""	" ""TX"""	" ""77074"""		F	4/11/2014	(002) Restaurant - Single Service	203	2	0	1	1/4/2013	8:00 AM	8:45 AM	Routine Inspection (001)	ADS1	Argemiro Sierra	3	
404175	RAISING CANE'S	7531	" ""WESTHEIMER"""	" ""HOUSTON"""	" ""TX"""	" ""77063"""	(713) 780-3475	"F,G"	10/3/2013	(002) Restaurant - Single Service	207	2	30	1	11/15/2012	10:00 AM	10:40 AM	Routine Inspection (001)	MXR1	Marja Ramsey	3	
404182	LA QUINTA INNS #4015	11130	" ""NORTHWEST"""	" ""HOUSTON"""	" ""TX"""	" ""77092"""		"F,G"	4/11/2014	(002) Restaurant - Single Service	303	2	9	1	9/6/2012	9:35 AM	9:50 AM	Routine Inspection (001)	DXM1	David Martinez	3	
404188	LORI'S HOSPITAL GIFT SHOPS #257	5656	" ""KELLEY"""	" ""HOUSTON"""	" ""TX"""	" ""77026-1967"""	(888) 609-8857 EXT. 1054	F	4/11/2014	(100) Convenience Grocery - Packaged	505	1	5	1	3/26/2013	3:00 PM	4:00 PM	Routine Inspection (001)	CPY1	Ching-Ping Yang	0	
404190	LORI'S HOSPITAL GIFT SHOP # 256	1504	" ""TAUB LOOP"""	" ""HOUSTON"""	" ""TX"""	" ""77030"""		F	4/11/2014	(100) Convenience Grocery - Packaged	101	1	8	1	4/18/2013	9:15 AM	10:00 AM	Routine Inspection (001)	JTD1	Jay Dunn	1	
404204	DISTRIBUDOR MI JALISCO	10602	" ""BAUMAN"""	" ""HOUSTON"""	" ""TX"""	" ""77076"""		"F,G"	4/12/2014	(081) Commissary - Mobile Food Unit	502	3	15	2	3/18/2013	9:40 AM	11:30 AM	Routine Inspection (001)	TNL1	Tuan Luu	8	
404210	MOTHER'S BEST PECAN CANDY	3006	" ""NITA"""	" ""HOUSTON"""	" ""TX"""	" ""77051"""		F	4/18/2014	(130) Commercial Food Processors - Non PHF Only	503	1	1	1	3/13/2013	3:00 PM	3:10 PM	Routine Inspection (001)	SDW1	Sheila Washington	0	
404211	TEAVANA	2000	" ""WILLOWBROOK MALL"""	" ""HOUSTON"""	" ""TX"""	" ""77070"""		"F,G"	4/18/2013	(002) Restaurant - Single Service	306	2	13	1	12/5/2012	2:40 PM	2:45 PM	Routine Inspection (001)	ZYW1	Zenobia Walker	3	
404219	PALETERIA TEXAS-LA SABROSITA	6060	" ""GULFTON"""	" ""HOUSTON"""	" ""TX"""	" ""77081"""		H	4/13/2014	(075) Mobile - Ice Cream Only Non-motorized	506	1	1	1	4/18/2013	9:00 AM	10:00 AM	Routine Inspection (001)	MFS1	Manuel Say	2	
404221	STARBUCKS COFFEE # 10056	914	" ""DALLAS"""	" ""HOUSTON"""	" ""TX"""	" ""77002"""		"F,G"	6/23/2013	(001) Restaurant - Full Service	401	2	8	1	10/24/2012	1:15 PM	1:30 PM	Routine Inspection (001)	GAB1	Gene Bowden	2	
404225	KIRBY SHELL & AUTO REPAIR	2540	" ""HOLCOMBE"""	" ""HOUSTON"""	" ""TX"""	" ""77030"""		F	4/13/2014	(100) Convenience Grocery - Packaged	101	1	3	1	3/6/2013	1:50 PM	2:30 PM	Routine Inspection (001)	JTD1	Jay Dunn	1	
404231	HOA-NANG	12000	" ""BELLAIRE"""	" ""HOUSTON"""	" ""TX"""	" ""77072"""		"F,G"	4/18/2014	(001) Restaurant - Full Service	206	3	3	1	2/28/2013	3:00 PM	3:10 PM	Routine Inspection (001)	EJI1	Essien Isong	2	
404232	A + PREPARATORY SCHOOL	14001	" ""POST OAK"""	" ""HOUSTON"""	" ""TX"""	" ""77045"""		"F,G"	4/14/2013	(050) Day Care Center - Open Foods	105	3	2	1	4/5/2013	12:15 PM	12:45 PM	Routine Inspection (001)	MXS1	Mastaneh Sarraf	2	
404234	MARSHALLS # 55	8100	" ""GESSNER"""	" ""HOUSTON"""	" ""TX"""	" ""77036"""		F	8/25/2013	(100) Convenience Grocery - Packaged	204	1	50	1	3/8/2013	1:10 PM	1:25 PM	Routine Inspection (001)	PIC1	Paul Chen	1	
404237	AUB GU JUNG RESTAURANT	10049	" ""LONG POINT"""	" ""HOUSTON"""	" ""TX"""	" ""77055"""		"F,G"	4/15/2014	(001) Restaurant - Full Service	302	3	8	3	5/6/2013	11:20 AM	11:55 AM	Routine Inspection (001)	VLT1	Vakeshia Taylor	2	
404243	FOOD TOWN #18	9725	" ""FONDREN"""	" ""HOUSTON"""	" ""TX"""	" ""77096"""		"F,G"	6/12/2013	(090) Retail Food Market with Meat Market	104	2	133	1	8/15/2012	1:15 PM	2:30 PM	Routine Inspection (001)	IFC1	I-Yuan Chen	2	
404245	HUNGRY'S  CAFE & BISTRO	14714	" ""MEMORIAL"""	" ""HOUSTON"""	" ""TX"""	" ""77079"""	(281) 493-1520	"F,G"	11/15/2013	(001) Restaurant - Full Service	205	3	25	2	4/17/2013	9:30 AM	10:35 AM	Routine Inspection (001)	AMF1	Abeid Fells	4	
404249	TAQUERIA EL TACONAZO-TEXAS	1602	" ""SGT. MACARIO GARCIA"""	" ""HOUSTON"""	" ""TX"""	" ""77011"""		H	5/18/2013	"(070) Mobile - Conventional, Unrestricted, Motorized"	404	2	2	1	4/24/2013	3:55 PM	4:55 PM	Routine Inspection (001)	JXC1	Joshua Collins	3	
404261	BOOM BOOM ROOM	2518	" ""YALE"""	" ""HOUSTON"""	" ""TX"""	" ""77009"""		F	6/1/2013	(062) Bar - Full Service	301	1	3	1	10/1/2012	2:30 PM	3:10 PM	Routine Inspection (001)	JXM1	Javier Mora	1	
404268	SUPERMERCADO POPULAR	8621	" ""AIRPORT"""	" ""HOUSTON"""	" ""TX"""	" ""77071"""		"F,D,G"	9/6/2013	(091) Retail Food Market - Multi Service	203	3	4	1	12/18/2012	2:00 PM	2:15 PM	Routine Inspection (001)	ADS1	Argemiro Sierra	5	
404274	PREMIER CATERING-MOBILE CATERERS OF TEXAS	3515	" ""EASTEX"""	" ""HOUSTON"""	" ""TX"""	" ""77026"""	(281) 879-5324	H	8/23/2013	"(070) Mobile - Conventional, Unrestricted, Motorized"	506	2	2	1	9/13/2012	9:30 AM	10:00 AM	Routine Inspection (001)	TNL1	Tuan Luu	2	
404283	EL PANCHITO MEX-TEX DELI	10128	" ""JENSEN"""	" ""HOUSTON"""	" ""TX"""	" ""77093"""		"F,G"	10/20/2013	(002) Restaurant - Single Service	406	2	3	1	11/27/2012	2:00 PM	2:30 PM	Routine Inspection (001)	GXL1	Gary Lee	3	
404285	TOTO ICE CREAM-TROPICAL ICE CREAM	1414	" ""MARS DRIVE"""	" ""PASADENA"""	" ""TX"""	" ""77505"""		H	4/20/2014	(074) Mobile - Ice Cream Only Motorized	506	1	1	1	4/4/2013	7:45 AM	8:45 AM	Routine Inspection (001)	MFS1	Manuel Say	3	
404286	MARI	6116	" ""WINDSWEPT"""	" ""HOUSTON"""	" ""TX"""	" ""77057"""		"F,G"	4/28/2013	(002) Restaurant - Single Service	202	2	4	1	9/29/2012	10:45 AM	11:00 AM	Routine Inspection (001)	ADS1	Argemiro Sierra	2	
404292	GENERAL NUTRITION CENTER #9886	11629	" ""SAM HOUSTON"""	" ""HOUSTON"""	" ""TX"""	" ""77089-4763"""		F	4/20/2014	(100) Convenience Grocery - Packaged	106	1	3	1	2/8/2013	11:40 AM	11:55 AM	Routine Inspection (001)	LWT1	LaTerica Thomas	0	
404300	P.F. CHANG'S CHINA BISTRO	18250	" ""TOMBALL"""	" ""HOUSTON"""	" ""TX"""	" ""77070"""		"F,G"	5/8/2014	(001) Restaurant - Full Service	306	3	111	2	4/16/2013	11:40 AM	12:40 AM	Routine Inspection (001)	ZYW1	Zenobia Walker	4	
404303	DIXIE FOOD MART	15309	" ""GULF"""	" ""HOUSTON"""	" ""TX"""	" ""77034"""		"F,D,G"	4/20/2014	(002) Restaurant - Single Service	107	2	3	2	12/27/2012	7:50 AM	8:35 AM	Routine Inspection (001)	JCR1	Joseph Raia	2	
404310	RIVER OAKS COFFEE HOUSE	3601	" ""WESTHEIMER"""	" ""HOUSTON"""	" ""TX"""	" ""77027"""		"F,G"	4/28/2014	(002) Restaurant - Single Service	403	2	5	3	3/30/2013	8:45 AM	10:30 AM	Routine Inspection (001)	CPY1	Ching-Ping Yang	2	
404312	CVS PHARMACY #07486	6532	" ""SAN FELIPE"""	" ""HOUSTON"""	" ""TX"""	" ""77057"""		F	7/15/2013	(100) Convenience Grocery - Packaged	202	1	8	1	3/15/2013	12:15 PM	12:40 PM	Routine Inspection (001)	JBB1	Jerry Bradshaw	0	
404313	FAMILY DOLLAR # 7346	806	" ""POST"""	" ""HOUSTON"""	" ""TX"""	" ""77022"""		F	9/14/2013	(100) Convenience Grocery - Packaged	305	1	9	1	1/30/2013	4:30 PM	5:00 PM	Routine Inspection (001)	RLR1	Remonda Robinson	0	
404322	CARIBBEAN JERK CUISINE	9334	" ""RICHMOND"""	" ""HOUSTON"""	" ""TX"""	" ""77063"""		"F,G"	4/24/2014	(001) Restaurant - Full Service	207	3	4	1	1/4/2013	9:05 AM	10:05 AM	Routine Inspection (001)	MXR1	Marja Ramsey	4	
404339	UNCLE TONG'S CHINESE RESTAURANT	12144	" ""GREENSPOINT"""	" ""HOUSTON"""	" ""TX"""	" ""77060"""		"F,G"	4/25/2013	(001) Restaurant - Full Service	406	3	7	2	2/14/2013	2:10 PM	2:55 PM	Routine Inspection (001)	GXL1	Gary Lee	3	
404345	WONTON FOOD WAREHOUSE	1211	" ""TUAM"""	" ""HOUSTON"""	" ""TX"""	" ""77004"""		F	4/26/2014	(150) Warehouses - No Potentially Hazardous Foods	101	1	2	1	3/16/2012	1:55 PM	2:20 PM	Routine Inspection (001)	JSE1	John Echols	1	
404346	MEDITERRANEAN CHEF	1305	" ""NASA ROAD 1"""	" ""HOUSTON"""	" ""TX"""	" ""77058-3112"""		"F,G"	4/25/2014	(001) Restaurant - Full Service	107	3	3	2	4/11/2013	3:00 PM	3:40 PM	Routine Inspection (001)	JCR1	Joseph Raia	2	
404348	FAMILY DOLLAR #7042	7600	" ""JENSEN"""	" ""HOUSTON"""	" ""TX"""	" ""77093"""		F	4/25/2014	(100) Convenience Grocery - Packaged	406	1	7	1	2/14/2013	1:25 PM	1:40 PM	Routine Inspection (001)	GXL1	Gary Lee	0	
404350	BRIGHT HORIZONS AT HEARTSHOME	1331	" ""VOSS"""	" ""HOUSTON"""	" ""TX"""	" ""77057"""		F	4/25/2014	(051) Day Care Center - Packaged Foods Only	202	3	5	1	3/12/2013	11:45 AM	12:15 AM	Routine Inspection (001)	JBB1	Jerry Bradshaw	1	
404352	FAMILY DOLLAR #7428	11259	" ""FONDREN"""	" ""HOUSTON"""	" ""TX"""	" ""77035"""		F	7/27/2013	(100) Convenience Grocery - Packaged	104	1	0	1	3/5/2013	11:05 AM	12:05 PM	Routine Inspection (001)	SRL1	Sharhonda Lee	0	
404356	BAYMONT INN #0591	9902	" ""GULF FRWY"""	" ""HOUSTON"""	" ""TX"""	" ""77034"""		F	4/26/2014	(100) Convenience Grocery - Packaged	107	1	5	2	2/15/2013	9:55 AM	10:45 AM	Routine Inspection (001)	JCR1	Joseph Raia	0	
404360	LA QUINTA INNS	11113	" ""KATY FREEWAY"""	" ""HOUSTON"""	" ""TX"""	" ""77079"""		F	4/26/2014	(100) Convenience Grocery - Packaged	205	1	3	1	2/27/2013	7:30 AM	8:10 AM	Routine Inspection (001)	AMF1	Abeid Fells	0	
404362	TAQUERIA CAZADORES	11828	" ""BELLAIRE"""	" ""HOUSTON"""	" ""TX"""	" ""77072"""		"F,G"	4/26/2014	(001) Restaurant - Full Service	206	3	5	1	3/6/2013	4:25 PM	4:35 PM	Routine Inspection (001)	EJI1	Essien Isong	2	
404375	TRULUCK'S	5350	" ""WESTHEIMER"""	" ""HOUSTON"""	" ""TX"""	" ""77056"""		"F,G"	10/19/2013	(001) Restaurant - Full Service	201	3	85	1	2/25/2013	2:05 PM	2:40 PM	Routine Inspection (001)	JSE1	John Echols	2	
404381	LA QUINTA INN #808	11999	" ""EAST"""	" ""HOUSTON"""	" ""TX"""	" ""77029"""		F	4/28/2014	(002) Restaurant - Single Service	404	2	2	1	9/19/2012	8:50 AM	9:30 AM	Routine Inspection (001)	KXR1	Kristina Robles	0	
404385	AUNTIE CHANG'S DUMPLING HOUSE	2621	" ""SHEPHERD"""	" ""HOUSTON"""	" ""TX"""	" ""77098-1596"""		"F,G"	5/1/2014	(001) Restaurant - Full Service	403	3	12	2	3/22/2013	3:10 PM	4:30 PM	Routine Inspection (001)	CPY1	Ching-Ping Yang	3	
404404	NICO'S TAQUERIA(INSIDE TORNADO BUS COMPANY)	6517	" ""HARRISBURG"""	" ""HOUSTON"""	" ""TX"""	" ""77011"""		"F,G"	5/3/2014	(002) Restaurant - Single Service	404	2	3	1	3/6/2013	12:40 PM	1:00 PM	Routine Inspection (001)	GXL1	Gary Lee	3	
404405	THE EXPRESS	11302	" ""SPACE CENTER"""	" ""HOUSTON"""	" ""TX"""	" ""77059"""		"F,D"	6/11/2013	(101) Convenience Grocery - Open foods	107	1	3	2	1/29/2013	7:35 AM	8:20 AM	Routine Inspection (001)	JCR1	Joseph Raia	0	
404416	NELORE CHURRASCARIA	4412	" ""MONTROSE"""	" ""HOUSTON"""	" ""TX"""	" ""77006"""		"F,G"	5/5/2014	(001) Restaurant - Full Service	402	3	20	1	2/20/2013	11:40 AM	12:15 PM	Routine Inspection (001)	DTN1	Denise Nguyen	3	
404428	WEEKLEY FAMILY YMCA	7101	" ""STELLA LINK"""	" ""HOUSTON"""	" ""TX"""	" ""77025"""		F	6/30/2013	(051) Day Care Center - Packaged Foods Only	104	1	13	1	12/20/2012	8:30 AM	9:15 AM	Routine Inspection (001)	SRL1	Sharhonda Lee	0	
404430	ACADEMY SPORTS	7600	" ""WESTHEIMER"""	" ""HOUSTON"""	" ""TX"""	" ""77063"""		F	8/24/2013	(100) Convenience Grocery - Packaged	207	1	40	1	2/13/2013	11:30 AM	12:10 PM	Routine Inspection (001)	MXR1	Marja Ramsey	1	
